type,gene_id,gene_type,gene_name
gene,ENSG00000265892,misc_RNA,RN7SL311P
gene,ENSG00000252362,snRNA,RNU6-506P
gene,ENSG00000206722,snRNA,RNU6-1074P
gene,ENSG00000137463,protein_coding,MGARP
gene,ENSG00000109390,protein_coding,NDUFC1
gene,ENSG00000164134,protein_coding,NAA15
gene,ENSG00000200520,snRNA,RNU6-1214P
gene,ENSG00000273247,lncRNA,RAB33B-AS1
gene,ENSG00000248863,transcribed_processed_pseudogene,ENSG00000248863
gene,ENSG00000239005,snoRNA,ENSG00000239005
gene,ENSG00000172007,protein_coding,RAB33B
gene,ENSG00000145391,protein_coding,SETD7
gene,ENSG00000249302,processed_pseudogene,FTH1P24
gene,ENSG00000272717,lncRNA,ENSG00000272717
gene,ENSG00000286896,lncRNA,ENSG00000286896
gene,ENSG00000261268,lncRNA,QKILA
gene,ENSG00000085871,protein_coding,MGST2
gene,ENSG00000201533,misc_RNA,RN7SKP237
gene,ENSG00000178458,processed_pseudogene,H3P16
gene,ENSG00000196782,protein_coding,MAML3
gene,ENSG00000286320,lncRNA,ENSG00000286320
gene,ENSG00000252233,misc_RNA,RN7SKP253
gene,ENSG00000290022,lncRNA,ENSG00000290022
gene,ENSG00000250698,lncRNA,ENSG00000250698
gene,ENSG00000153130,protein_coding,SCOC
gene,ENSG00000196951,lncRNA,SCOC-AS1
gene,ENSG00000249754,processed_pseudogene,NDUFB4P9
gene,ENSG00000241923,processed_pseudogene,RPL14P3
gene,ENSG00000153132,protein_coding,CLGN
gene,ENSG00000205301,protein_coding,MGAT4D
gene,ENSG00000280262,TEC,ENSG00000280262
gene,ENSG00000179387,protein_coding,ELMOD2
gene,ENSG00000109424,protein_coding,UCP1
gene,ENSG00000287449,lncRNA,ENSG00000287449
gene,ENSG00000242102,misc_RNA,RN7SL152P
gene,ENSG00000248621,processed_pseudogene,ENSG00000248621
gene,ENSG00000109436,protein_coding,TBC1D9
gene,ENSG00000249661,processed_pseudogene,TNRC18P1
gene,ENSG00000207155,misc_RNA,RNY1P14
gene,ENSG00000248335,lncRNA,ENSG00000248335
gene,ENSG00000273472,lncRNA,ENSG00000273472
gene,ENSG00000170153,protein_coding,RNF150
gene,ENSG00000109445,protein_coding,ZNF330
gene,ENSG00000248747,lncRNA,ENSG00000248747
gene,ENSG00000248810,lncRNA,LINC02432
gene,ENSG00000250189,processed_pseudogene,ENSG00000250189
gene,ENSG00000272632,lncRNA,ENSG00000272632
gene,ENSG00000250141,lncRNA,LINC02276
gene,ENSG00000164136,protein_coding,IL15
gene,ENSG00000109452,protein_coding,INPP4B
gene,ENSG00000242134,processed_pseudogene,RPL5P13
gene,ENSG00000250835,processed_pseudogene,LSM3P4
gene,ENSG00000251248,lncRNA,ENSG00000251248
gene,ENSG00000249806,lncRNA,ENSG00000249806
gene,ENSG00000250326,lncRNA,USP38-DT
gene,ENSG00000251300,processed_pseudogene,ENSG00000251300
gene,ENSG00000170185,protein_coding,USP38
gene,ENSG00000250969,lncRNA,ENSG00000250969
gene,ENSG00000109458,protein_coding,GAB1
gene,ENSG00000265623,miRNA,MIR3139
gene,ENSG00000228981,processed_pseudogene,ENSG00000228981
gene,ENSG00000286771,lncRNA,ENSG00000286771
gene,ENSG00000243175,transcribed_processed_pseudogene,RPSAP36
gene,ENSG00000250540,processed_pseudogene,ENSG00000250540
gene,ENSG00000245112,lncRNA,SMARCA5-AS1
gene,ENSG00000153147,protein_coding,SMARCA5
gene,ENSG00000248924,transcribed_processed_pseudogene,ENSG00000248924
gene,ENSG00000251600,lncRNA,ENSG00000251600
gene,ENSG00000236296,transcribed_processed_pseudogene,GUSBP5
gene,ENSG00000183090,protein_coding,FREM3
gene,ENSG00000250345,processed_pseudogene,ENSG00000250345
gene,ENSG00000197465,protein_coding,GYPE
gene,ENSG00000249741,processed_pseudogene,ENSG00000249741
gene,ENSG00000250361,protein_coding,GYPB
gene,ENSG00000286055,lncRNA,ENSG00000286055
gene,ENSG00000170180,protein_coding,GYPA
gene,ENSG00000285783,lncRNA,ENSG00000285783
gene,ENSG00000285713,protein_coding,ENSG00000285713
gene,ENSG00000261129,lncRNA,ENSG00000261129
gene,ENSG00000250504,processed_pseudogene,KRT18P51
gene,ENSG00000248890,lncRNA,HHIP-AS1
gene,ENSG00000164161,protein_coding,HHIP
gene,ENSG00000289314,lncRNA,ENSG00000289314
gene,ENSG00000273621,misc_RNA,ENSG00000273621
gene,ENSG00000164162,protein_coding,ANAPC10
gene,ENSG00000249193,processed_pseudogene,HSPD1P5
gene,ENSG00000250406,lncRNA,ENSG00000250406
gene,ENSG00000251452,processed_pseudogene,ENSG00000251452
gene,ENSG00000222594,misc_RNA,RN7SKP235
gene,ENSG00000164163,protein_coding,ABCE1
gene,ENSG00000164164,protein_coding,OTUD4
gene,ENSG00000240992,processed_pseudogene,RPS23P4
gene,ENSG00000272727,lncRNA,LINC02266
gene,ENSG00000251333,processed_pseudogene,RTN3P1
gene,ENSG00000278943,TEC,ENSG00000278943
gene,ENSG00000286420,lncRNA,ENSG00000286420
gene,ENSG00000248745,processed_pseudogene,NMNAT1P4
gene,ENSG00000170365,protein_coding,SMAD1
gene,ENSG00000250582,lncRNA,SMAD1-AS2
gene,ENSG00000250902,lncRNA,SMAD1-AS1
gene,ENSG00000151611,protein_coding,MMAA
gene,ENSG00000249245,processed_pseudogene,NCOA4P3
gene,ENSG00000248356,lncRNA,ENSG00000248356
gene,ENSG00000237136,protein_coding,C4orf51
gene,ENSG00000151612,protein_coding,ZNF827
gene,ENSG00000279481,TEC,ENSG00000279481
gene,ENSG00000251687,lncRNA,ENSG00000251687
gene,ENSG00000260303,lncRNA,ENSG00000260303
gene,ENSG00000248809,lncRNA,LINC01095
gene,ENSG00000164167,protein_coding,LSM6
gene,ENSG00000279845,TEC,ENSG00000279845
gene,ENSG00000250673,protein_coding,REELD1
gene,ENSG00000251010,lncRNA,ENSG00000251010
gene,ENSG00000120519,protein_coding,SLC10A7
gene,ENSG00000278438,miRNA,MIR7849
gene,ENSG00000288998,lncRNA,ENSG00000288998
gene,ENSG00000207182,snRNA,RNU1-44P
gene,ENSG00000151615,protein_coding,POU4F2
gene,ENSG00000137473,protein_coding,TTC29
gene,ENSG00000248764,lncRNA,ENSG00000248764
gene,ENSG00000248346,lncRNA,ENSG00000248346
gene,ENSG00000260090,lncRNA,ENSG00000260090
gene,ENSG00000279376,TEC,ENSG00000279376
gene,ENSG00000286371,lncRNA,ENSG00000286371
gene,ENSG00000221369,miRNA,MIR548G
gene,ENSG00000241281,processed_pseudogene,ENSG00000241281
gene,ENSG00000249004,processed_pseudogene,PRMT5P1
gene,ENSG00000151617,protein_coding,EDNRA
gene,ENSG00000280219,TEC,ENSG00000280219
gene,ENSG00000251254,processed_pseudogene,GTF2F2P1
gene,ENSG00000251688,lncRNA,LINC02507
gene,ENSG00000251298,lncRNA,TMEM184C-DT
gene,ENSG00000164168,protein_coding,TMEM184C
gene,ENSG00000164169,protein_coding,PRMT9
gene,ENSG00000071205,protein_coding,ARHGAP10
gene,ENSG00000252951,rRNA_pseudogene,RNA5SP165
gene,ENSG00000264274,miRNA,MIR4799
gene,ENSG00000240014,misc_RNA,RN7SL254P
gene,ENSG00000270387,processed_pseudogene,ENSG00000270387
gene,ENSG00000151623,protein_coding,NR3C2
gene,ENSG00000250354,lncRNA,ENSG00000250354
gene,ENSG00000287292,lncRNA,ENSG00000287292
gene,ENSG00000251418,processed_pseudogene,ASS1P8
gene,ENSG00000201846,rRNA_pseudogene,RNA5SP166
gene,ENSG00000250357,lncRNA,ENSG00000250357
gene,ENSG00000225176,processed_pseudogene,ATP5MGP4
gene,ENSG00000279016,TEC,ENSG00000279016
gene,ENSG00000249317,lncRNA,ENSG00000249317
gene,ENSG00000239168,snRNA,RNU7-197P
gene,ENSG00000249752,lncRNA,ENSG00000249752
gene,ENSG00000250252,lncRNA,LINC02430
gene,ENSG00000248210,lncRNA,LINC02355
gene,ENSG00000234828,protein_coding,IQCM
gene,ENSG00000287565,lncRNA,ENSG00000287565
gene,ENSG00000250905,lncRNA,ENSG00000250905
gene,ENSG00000251482,processed_pseudogene,AKIRIN2P1
gene,ENSG00000202331,rRNA_pseudogene,RNA5SP167
gene,ENSG00000207121,snRNA,RNU6-1230P
gene,ENSG00000250704,lncRNA,ENSG00000250704
gene,ENSG00000286711,lncRNA,ENSG00000286711
gene,ENSG00000170390,protein_coding,DCLK2
gene,ENSG00000238721,snRNA,RNU7-194P
gene,ENSG00000198589,protein_coding,LRBA
gene,ENSG00000248521,processed_pseudogene,ENSG00000248521
gene,ENSG00000249690,lncRNA,ENSG00000249690
gene,ENSG00000181541,protein_coding,MAB21L2
gene,ENSG00000183432,processed_pseudogene,ZBTB8OSP1
gene,ENSG00000252451,rRNA_pseudogene,RNA5SP168
gene,ENSG00000235606,processed_pseudogene,AK4P6
gene,ENSG00000145425,protein_coding,RPS3A
gene,ENSG00000201264,snoRNA,SNORD73B
gene,ENSG00000109686,protein_coding,SH3D19
gene,ENSG00000208797,snoRNA,SNORD73A
gene,ENSG00000270681,lncRNA,ENSG00000270681
gene,ENSG00000249012,unprocessed_pseudogene,ENSG00000249012
gene,ENSG00000189099,protein_coding,PRSS48
gene,ENSG00000250350,unprocessed_pseudogene,ENSG00000250350
gene,ENSG00000252544,snRNA,RNU6-1282P
gene,ENSG00000270265,lncRNA,ENSG00000270265
gene,ENSG00000251611,lncRNA,FHIP1A-DT
gene,ENSG00000164142,protein_coding,FHIP1A
gene,ENSG00000253019,misc_RNA,RN7SKP35
gene,ENSG00000059691,protein_coding,GATB
gene,ENSG00000251455,lncRNA,ENSG00000251455
gene,ENSG00000249184,lncRNA,ENSG00000249184
gene,ENSG00000286761,lncRNA,ENSG00000286761
gene,ENSG00000249708,lncRNA,ENSG00000249708
gene,ENSG00000249818,lncRNA,ENSG00000249818
gene,ENSG00000248991,lncRNA,ENSG00000248991
gene,ENSG00000286066,lncRNA,ENSG00000286066
gene,ENSG00000251249,lncRNA,ENSG00000251249
gene,ENSG00000253077,rRNA_pseudogene,RNA5SP169
gene,ENSG00000286720,lncRNA,ENSG00000286720
gene,ENSG00000245954,lncRNA,LINC02273
gene,ENSG00000287504,lncRNA,ENSG00000287504
gene,ENSG00000250706,lncRNA,ENSG00000250706
gene,ENSG00000251377,lncRNA,ENSG00000251377
gene,ENSG00000244544,misc_RNA,RN7SL446P
gene,ENSG00000270302,lncRNA,ENSG00000270302
gene,ENSG00000270883,lncRNA,ENSG00000270883
gene,ENSG00000109670,protein_coding,FBXW7
gene,ENSG00000270751,lncRNA,FBXW7-AS1
gene,ENSG00000287555,lncRNA,ENSG00000287555
gene,ENSG00000264678,miRNA,MIR3140
gene,ENSG00000268471,lncRNA,MIR4453HG
gene,ENSG00000283792,miRNA,MIR4453
gene,ENSG00000243417,processed_pseudogene,RPS3AP18
gene,ENSG00000240669,processed_pseudogene,ENSG00000240669
gene,ENSG00000170006,protein_coding,TMEM154
gene,ENSG00000248571,lncRNA,ENSG00000248571
gene,ENSG00000169989,protein_coding,TIGD4
gene,ENSG00000164144,protein_coding,ARFIP1
gene,ENSG00000250980,processed_pseudogene,NSA2P6
gene,ENSG00000231841,processed_pseudogene,FAM192BP
gene,ENSG00000287642,lncRNA,ENSG00000287642
gene,ENSG00000137460,protein_coding,FHDC1
gene,ENSG00000249022,lncRNA,ENSG00000249022
gene,ENSG00000109654,protein_coding,TRIM2
gene,ENSG00000288637,protein_coding,ENSG00000288637
gene,ENSG00000252030,snRNA,RNU6-1196P
gene,ENSG00000213406,processed_pseudogene,ANXA2P1
gene,ENSG00000121211,protein_coding,MND1
gene,ENSG00000243883,misc_RNA,RN7SL419P
gene,ENSG00000121210,protein_coding,TMEM131L
gene,ENSG00000287216,lncRNA,ENSG00000287216
gene,ENSG00000290441,lncRNA,ENSG00000290441
gene,ENSG00000248208,processed_pseudogene,WDR45P1
gene,ENSG00000250771,transcribed_unprocessed_pseudogene,ENSG00000250771
gene,ENSG00000137462,protein_coding,TLR2
gene,ENSG00000145428,protein_coding,RNF175
gene,ENSG00000249309,lncRNA,ENSG00000249309
gene,ENSG00000145423,protein_coding,SFRP2
gene,ENSG00000280241,lncRNA,ENSG00000280241
gene,ENSG00000197410,protein_coding,DCHS2
gene,ENSG00000278981,lncRNA,ENSG00000278981
gene,ENSG00000280005,lncRNA,ENSG00000280005
gene,ENSG00000249200,processed_pseudogene,ENSG00000249200
gene,ENSG00000250609,processed_pseudogene,ENSG00000250609
gene,ENSG00000171566,protein_coding,PLRG1
gene,ENSG00000200350,snRNA,RNU6-1285P
gene,ENSG00000248611,processed_pseudogene,ENSG00000248611
gene,ENSG00000171564,protein_coding,FGB
gene,ENSG00000171560,protein_coding,FGA
gene,ENSG00000171557,protein_coding,FGG
gene,ENSG00000287770,unprocessed_pseudogene,ENSG00000287770
gene,ENSG00000121207,protein_coding,LRAT
gene,ENSG00000249074,processed_pseudogene,NDUFB2P1
gene,ENSG00000249041,lncRNA,ENSG00000249041
gene,ENSG00000249692,processed_pseudogene,ENSG00000249692
gene,ENSG00000151962,protein_coding,RBM46
gene,ENSG00000222582,snRNA,RNU2-66P
gene,ENSG00000252604,snRNA,RNU2-44P
gene,ENSG00000250910,lncRNA,MAP9-AS1
gene,ENSG00000250538,lncRNA,NPY2R-AS1
gene,ENSG00000185149,protein_coding,NPY2R
gene,ENSG00000249924,lncRNA,ENSG00000249924
gene,ENSG00000164114,protein_coding,MAP9
gene,ENSG00000250205,processed_pseudogene,YWHAEP4
gene,ENSG00000250398,processed_pseudogene,ENSG00000250398
gene,ENSG00000271606,unprocessed_pseudogene,ENSG00000271606
gene,ENSG00000287730,lncRNA,ENSG00000287730
gene,ENSG00000249247,unprocessed_pseudogene,MTCYBP17
gene,ENSG00000249770,unprocessed_pseudogene,MTND6P17
gene,ENSG00000248748,unprocessed_pseudogene,MTND5P9
gene,ENSG00000248548,unprocessed_pseudogene,MTND4P8
gene,ENSG00000249127,unprocessed_pseudogene,MTND3P3
gene,ENSG00000249698,unprocessed_pseudogene,MTCO3P9
gene,ENSG00000248420,unprocessed_pseudogene,MTATP6P9
gene,ENSG00000249386,unprocessed_pseudogene,MTCO2P9
gene,ENSG00000251223,unprocessed_pseudogene,MTCO1P9
gene,ENSG00000248907,unprocessed_pseudogene,MTND2P33
gene,ENSG00000251407,unprocessed_pseudogene,MTND1P22
gene,ENSG00000251244,lncRNA,ENSG00000251244
gene,ENSG00000164116,protein_coding,GUCY1A1
gene,ENSG00000260244,lncRNA,ENSG00000260244
gene,ENSG00000061918,protein_coding,GUCY1B1
gene,ENSG00000256394,protein_coding,ASIC5
gene,ENSG00000151790,protein_coding,TDO2
gene,ENSG00000256043,protein_coding,CTSO
gene,ENSG00000289320,lncRNA,ENSG00000289320
gene,ENSG00000249013,processed_pseudogene,FTH1P21
gene,ENSG00000251511,lncRNA,ENSG00000251511
gene,ENSG00000251283,lncRNA,LINC02272
gene,ENSG00000249479,lncRNA,ENSG00000249479
gene,ENSG00000248912,lncRNA,ENSG00000248912
gene,ENSG00000145431,protein_coding,PDGFC
gene,ENSG00000248629,lncRNA,ENSG00000248629
gene,ENSG00000280284,TEC,ENSG00000280284
gene,ENSG00000278880,TEC,ENSG00000278880
gene,ENSG00000250622,processed_pseudogene,ENSG00000250622
gene,ENSG00000252350,ribozyme,RPPH1-3P
gene,ENSG00000109738,protein_coding,GLRB
gene,ENSG00000199859,snRNA,RNU6-582P
gene,ENSG00000120251,protein_coding,GRIA2
gene,ENSG00000249819,processed_pseudogene,ENSG00000249819
gene,ENSG00000286133,lncRNA,ENSG00000286133
gene,ENSG00000234111,lncRNA,LINC02433
gene,ENSG00000249275,lncRNA,ENSG00000249275
gene,ENSG00000249627,processed_pseudogene,ENSG00000249627
gene,ENSG00000279703,TEC,ENSG00000279703
gene,ENSG00000286862,lncRNA,ENSG00000286862
gene,ENSG00000287226,lncRNA,ENSG00000287226
gene,ENSG00000279994,TEC,ENSG00000279994
gene,ENSG00000250475,unprocessed_pseudogene,RPL6P11
gene,ENSG00000279139,TEC,ENSG00000279139
gene,ENSG00000280140,TEC,ENSG00000280140
gene,ENSG00000164125,protein_coding,GASK1B
gene,ENSG00000248429,lncRNA,GASK1B-AS1
gene,ENSG00000287822,lncRNA,ENSG00000287822
gene,ENSG00000251073,processed_pseudogene,NUDT19P5
gene,ENSG00000250604,lncRNA,ENSG00000250604
gene,ENSG00000164124,protein_coding,TMEM144
gene,ENSG00000286558,lncRNA,ENSG00000286558
gene,ENSG00000251429,transcribed_processed_pseudogene,AIDAP2
gene,ENSG00000171509,protein_coding,RXFP1
gene,ENSG00000199634,snRNA,RNU4-79P
gene,ENSG00000248387,processed_pseudogene,ENSG00000248387
gene,ENSG00000249901,lncRNA,ENSG00000249901
gene,ENSG00000205208,protein_coding,C4orf46
gene,ENSG00000171503,protein_coding,ETFDH
gene,ENSG00000171497,protein_coding,PPID
gene,ENSG00000052795,protein_coding,FNIP2
gene,ENSG00000206703,snRNA,RNU6-128P
gene,ENSG00000289999,lncRNA,ENSG00000289999
gene,ENSG00000164123,protein_coding,C4orf45
gene,ENSG00000248988,processed_pseudogene,PSME2P3
gene,ENSG00000249367,processed_pseudogene,FABP5P12
gene,ENSG00000109756,protein_coding,RAPGEF2
gene,ENSG00000264105,miRNA,MIR3688-1
gene,ENSG00000283379,miRNA,MIR3688-2
gene,ENSG00000248552,processed_pseudogene,ENSG00000248552
gene,ENSG00000250180,lncRNA,ENSG00000250180
gene,ENSG00000250488,lncRNA,LINC02233
gene,ENSG00000250997,processed_pseudogene,ENSG00000250997
gene,ENSG00000249425,lncRNA,LINC02477
gene,ENSG00000242635,processed_pseudogene,RPS14P7
gene,ENSG00000249568,lncRNA,ENSG00000249568
gene,ENSG00000168843,protein_coding,FSTL5
gene,ENSG00000249419,lncRNA,ENSG00000249419
gene,ENSG00000251253,processed_pseudogene,MTHFD2P4
gene,ENSG00000248396,processed_pseudogene,TOMM22P4
gene,ENSG00000248431,lncRNA,ENSG00000248431
gene,ENSG00000287072,lncRNA,ENSG00000287072
gene,ENSG00000251123,processed_pseudogene,ENSG00000251123
gene,ENSG00000283468,miRNA,MIR4454
gene,ENSG00000250027,lncRNA,ENSG00000250027
gene,ENSG00000145414,protein_coding,NAF1
gene,ENSG00000250547,processed_pseudogene,ENSG00000250547
gene,ENSG00000164128,protein_coding,NPY1R
gene,ENSG00000164129,protein_coding,NPY5R
gene,ENSG00000227283,processed_pseudogene,RPL35AP12
gene,ENSG00000151005,protein_coding,TKTL2
gene,ENSG00000198498,protein_coding,TMA16
gene,ENSG00000145416,protein_coding,MARCHF1
gene,ENSG00000273449,lncRNA,ENSG00000273449
gene,ENSG00000253001,misc_RNA,RN7SKP105
gene,ENSG00000177803,processed_pseudogene,YWHAQP4
gene,ENSG00000250746,processed_pseudogene,ENSG00000250746
gene,ENSG00000248546,processed_pseudogene,ANP32C
gene,ENSG00000251162,processed_pseudogene,ENSG00000251162
gene,ENSG00000223037,snRNA,RNU6-284P
gene,ENSG00000248162,processed_pseudogene,CHORDC1P3
gene,ENSG00000248771,protein_coding,SMIM31
gene,ENSG00000201050,snRNA,RNU6-668P
gene,ENSG00000248329,protein_coding,APELA
gene,ENSG00000250227,processed_pseudogene,TRIM60P14
gene,ENSG00000244146,processed_pseudogene,ENSG00000244146
gene,ENSG00000285563,lncRNA,ENSG00000285563
gene,ENSG00000221891,processed_pseudogene,FAM218BP
gene,ENSG00000270960,processed_pseudogene,ENSG00000270960
gene,ENSG00000248645,unprocessed_pseudogene,ENSG00000248645
gene,ENSG00000121089,processed_pseudogene,NACA3P
gene,ENSG00000236941,processed_pseudogene,ENSG00000236941
gene,ENSG00000183439,protein_coding,TRIM61
gene,ENSG00000250486,lncRNA,FAM218A
gene,ENSG00000248229,processed_pseudogene,ENSG00000248229
gene,ENSG00000250887,lncRNA,ENSG00000250887
gene,ENSG00000250712,processed_pseudogene,ENSG00000250712
gene,ENSG00000240674,processed_pseudogene,ENSG00000240674
gene,ENSG00000176979,protein_coding,TRIM60
gene,ENSG00000276623,processed_pseudogene,ENSG00000276623
gene,ENSG00000250430,processed_pseudogene,ENSG00000250430
gene,ENSG00000249617,processed_pseudogene,ENSG00000249617
gene,ENSG00000250374,protein_coding,TRIM75
gene,ENSG00000170088,protein_coding,TMEM192
gene,ENSG00000109466,protein_coding,KLHL2
gene,ENSG00000200974,snRNA,RNU4-87P
gene,ENSG00000229894,protein_coding,GK3P
gene,ENSG00000052802,protein_coding,MSMO1
gene,ENSG00000109472,protein_coding,CPE
gene,ENSG00000207559,miRNA,MIR578
gene,ENSG00000251596,processed_pseudogene,HADHAP1
gene,ENSG00000248287,processed_pseudogene,SCGB1D5P
gene,ENSG00000248327,processed_pseudogene,NOL8P1
gene,ENSG00000287424,lncRNA,ENSG00000287424
gene,ENSG00000250725,processed_pseudogene,ENSG00000250725
gene,ENSG00000249500,lncRNA,LINC01179
gene,ENSG00000038295,protein_coding,TLL1
gene,ENSG00000252959,rRNA_pseudogene,RNA5SP170
gene,ENSG00000249675,lncRNA,ENSG00000249675
gene,ENSG00000196104,protein_coding,SPOCK3
gene,ENSG00000212373,rRNA_pseudogene,RNA5SP171
gene,ENSG00000250150,lncRNA,ENSG00000250150
gene,ENSG00000240772,misc_RNA,RN7SL776P
gene,ENSG00000248913,processed_pseudogene,PHB1P14
gene,ENSG00000222721,misc_RNA,RN7SKP188
gene,ENSG00000270336,processed_pseudogene,ENSG00000270336
gene,ENSG00000248601,lncRNA,ENSG00000248601
gene,ENSG00000109511,protein_coding,ANXA10
gene,ENSG00000287188,lncRNA,ENSG00000287188
gene,ENSG00000137628,protein_coding,DDX60
gene,ENSG00000181381,protein_coding,DDX60L
gene,ENSG00000207171,snoRNA,ENSG00000207171
gene,ENSG00000129116,protein_coding,PALLD
gene,ENSG00000229226,processed_pseudogene,BTF3L4P4
gene,ENSG00000249623,lncRNA,PALLD-AS1
gene,ENSG00000206613,snRNA,RNU6-1336P
gene,ENSG00000214676,processed_pseudogene,RPL9P16
gene,ENSG00000249609,lncRNA,ENSG00000249609
gene,ENSG00000279384,TEC,ENSG00000279384
gene,ENSG00000145439,protein_coding,CBR4
gene,ENSG00000201176,snRNA,RNU6-853P
gene,ENSG00000201818,misc_RNA,RNY4P17
gene,ENSG00000251445,lncRNA,CBR4-DT
gene,ENSG00000154447,protein_coding,SH3RF1
gene,ENSG00000214671,processed_pseudogene,RPL6P12
gene,ENSG00000251171,lncRNA,ENSG00000251171
gene,ENSG00000289249,lncRNA,ENSG00000289249
gene,ENSG00000137601,protein_coding,NEK1
gene,ENSG00000286302,lncRNA,ENSG00000286302
gene,ENSG00000109572,protein_coding,CLCN3
gene,ENSG00000056050,protein_coding,HPF1
gene,ENSG00000229204,processed_pseudogene,PTGES3P3
gene,ENSG00000248625,processed_pseudogene,ENSG00000248625
gene,ENSG00000287660,lncRNA,ENSG00000287660
gene,ENSG00000288003,lncRNA,ENSG00000288003
gene,ENSG00000248319,lncRNA,LINC02275
gene,ENSG00000287298,lncRNA,ENSG00000287298
gene,ENSG00000289508,lncRNA,ENSG00000289508
gene,ENSG00000251200,lncRNA,ENSG00000251200
gene,ENSG00000249955,lncRNA,ENSG00000249955
gene,ENSG00000198948,protein_coding,MFAP3L
gene,ENSG00000109576,protein_coding,AADAT
gene,ENSG00000248822,processed_pseudogene,APOBEC3AP1
gene,ENSG00000248739,processed_pseudogene,ENSG00000248739
gene,ENSG00000250266,lncRNA,LINC01612
gene,ENSG00000251061,lncRNA,LINC02512
gene,ENSG00000250082,processed_pseudogene,ENSG00000250082
gene,ENSG00000181359,transcribed_processed_pseudogene,HSP90AA6P
gene,ENSG00000250968,lncRNA,LINC02382
gene,ENSG00000249943,processed_pseudogene,ENSG00000249943
gene,ENSG00000251961,snRNA,RNU6ATAC13P
gene,ENSG00000286580,lncRNA,ENSG00000286580
gene,ENSG00000248872,lncRNA,LINC02431
gene,ENSG00000249525,processed_pseudogene,ENSG00000249525
gene,ENSG00000248755,processed_pseudogene,ENSG00000248755
gene,ENSG00000278502,miRNA,MIR6082
gene,ENSG00000248339,lncRNA,LINC02504
gene,ENSG00000287210,lncRNA,ENSG00000287210
gene,ENSG00000249297,lncRNA,LINC02174
gene,ENSG00000251176,lncRNA,ENSG00000251176
gene,ENSG00000174473,protein_coding,GALNTL6
gene,ENSG00000248637,processed_pseudogene,ENSG00000248637
gene,ENSG00000245213,lncRNA,GALNT7-DT
gene,ENSG00000241652,misc_RNA,RN7SL253P
gene,ENSG00000109586,protein_coding,GALNT7
gene,ENSG00000221296,miRNA,MIR548T
gene,ENSG00000290017,lncRNA,ENSG00000290017
gene,ENSG00000248774,lncRNA,ENSG00000248774
gene,ENSG00000164104,protein_coding,HMGB2
gene,ENSG00000288728,lncRNA,ENSG00000288728
gene,ENSG00000272870,lncRNA,SAP30-DT
gene,ENSG00000164105,protein_coding,SAP30
gene,ENSG00000164106,protein_coding,SCRG1
gene,ENSG00000288025,lncRNA,ENSG00000288025
gene,ENSG00000242882,processed_pseudogene,RPL5P11
gene,ENSG00000286226,lncRNA,ENSG00000286226
gene,ENSG00000252898,snRNA,RNU6-1096P
gene,ENSG00000261646,lncRNA,ENSG00000261646
gene,ENSG00000286039,lncRNA,ENSG00000286039
gene,ENSG00000288776,lncRNA,ENSG00000288776
gene,ENSG00000164107,protein_coding,HAND2
gene,ENSG00000237125,lncRNA,HAND2-AS1
gene,ENSG00000234801,processed_pseudogene,MORF4
gene,ENSG00000213370,processed_pseudogene,RANP6
gene,ENSG00000250708,lncRNA,LINC02269
gene,ENSG00000250043,lncRNA,ENSG00000250043
gene,ENSG00000251216,lncRNA,ENSG00000251216
gene,ENSG00000248174,lncRNA,LINC02268
gene,ENSG00000250957,lncRNA,ENSG00000250957
gene,ENSG00000251213,lncRNA,ENSG00000251213
gene,ENSG00000289179,lncRNA,ENSG00000289179
gene,ENSG00000289210,lncRNA,ENSG00000289210
gene,ENSG00000164117,protein_coding,FBXO8
gene,ENSG00000164118,protein_coding,CEP44
gene,ENSG00000249875,lncRNA,ENSG00000249875
gene,ENSG00000265846,miRNA,MIR4276
gene,ENSG00000164120,protein_coding,HPGD
gene,ENSG00000251584,lncRNA,ENSG00000251584
gene,ENSG00000250596,transcribed_processed_pseudogene,ENSG00000250596
gene,ENSG00000145451,protein_coding,GLRA3
gene,ENSG00000168594,protein_coding,ADAM29
gene,ENSG00000250200,processed_pseudogene,ENSG00000250200
gene,ENSG00000250431,lncRNA,ENSG00000250431
gene,ENSG00000249411,processed_pseudogene,ENSG00000249411
gene,ENSG00000286494,lncRNA,ENSG00000286494
gene,ENSG00000249284,processed_pseudogene,ENSG00000249284
gene,ENSG00000248551,lncRNA,ENSG00000248551
gene,ENSG00000249945,lncRNA,ENSG00000249945
gene,ENSG00000251174,processed_pseudogene,TSEN2P1
gene,ENSG00000248574,processed_pseudogene,ADAM20P2
gene,ENSG00000289392,lncRNA,ENSG00000289392
gene,ENSG00000150625,protein_coding,GPM6A
gene,ENSG00000249106,lncRNA,GPM6A-DT
gene,ENSG00000248249,processed_pseudogene,ENSG00000248249
gene,ENSG00000250372,processed_pseudogene,MARK2P4
gene,ENSG00000150627,protein_coding,WDR17
gene,ENSG00000201516,snoRNA,ENSG00000201516
gene,ENSG00000150628,protein_coding,SPATA4
gene,ENSG00000164122,protein_coding,ASB5
gene,ENSG00000248980,lncRNA,SPCS3-AS1
gene,ENSG00000289149,lncRNA,ENSG00000289149
gene,ENSG00000129128,protein_coding,SPCS3
gene,ENSG00000289520,lncRNA,ENSG00000289520
gene,ENSG00000248480,processed_pseudogene,ENSG00000248480
