type,gene_id,gene_type,gene_name,gene_start,gene_end
gene,ENSG00000207750,miRNA,MIR553,100281241,100281308
gene,ENSG00000223906,lncRNA,ENSG00000223906,100344477,100345242
gene,ENSG00000079335,protein_coding,CDC14A,100345001,100520277
gene,ENSG00000228086,lncRNA,ENSG00000228086,100462399,100485997
gene,ENSG00000181656,protein_coding,GPR88,100538139,100542021
gene,ENSG00000230402,lncRNA,LINC01349,100627049,100640613
gene,ENSG00000285525,lncRNA,ENSG00000285525,100628230,100641723
gene,ENSG00000162692,protein_coding,VCAM1,100719742,100739045
gene,ENSG00000162694,protein_coding,EXTL2,100872372,100895179
gene,ENSG00000273204,lncRNA,ENSG00000273204,100894928,100895356
gene,ENSG00000162695,protein_coding,SLC30A7,100896076,100981757
gene,ENSG00000117543,protein_coding,DPH5,100989623,101026088
gene,ENSG00000235795,lncRNA,ENSG00000235795,100995473,100996260
gene,ENSG00000233184,lncRNA,DPH5-DT,101025844,101090513
gene,ENSG00000252765,scaRNA,ENSG00000252765,101133153,101133339
gene,ENSG00000289355,lncRNA,ENSG00000289355,101150560,101167228
gene,ENSG00000225938,lncRNA,S1PR1-DT,101234555,101236624
gene,ENSG00000170989,protein_coding,S1PR1,101236865,101243713
gene,ENSG00000231671,lncRNA,LINC01307,101323337,101390303
gene,ENSG00000226715,lncRNA,LINC01709,101639509,101787572
gene,ENSG00000252530,snRNA,RNU6-965P,101728642,101728737
gene,ENSG00000118733,protein_coding,OLFM3,101802560,101996926
gene,ENSG00000252717,snRNA,RNU6-352P,101859851,101859957
gene,ENSG00000289192,lncRNA,ENSG00000289192,101964793,101967614
gene,ENSG00000233359,lncRNA,ENSG00000233359,102199739,102389630
gene,ENSG00000230864,lncRNA,ENSG00000230864,102763322,102853842
gene,ENSG00000060718,protein_coding,COL11A1,102876467,103108872
gene,ENSG00000230759,lncRNA,ENSG00000230759,103414879,103425465
gene,ENSG00000224613,lncRNA,RNPC3-DT,103415980,103525511
gene,ENSG00000222069,misc_RNA,RN7SKP285,103523562,103523879
gene,ENSG00000185946,protein_coding,RNPC3,103525691,103555239
gene,ENSG00000240038,protein_coding,AMY2B,103553815,103579534
gene,ENSG00000243480,protein_coding,AMY2A,103617427,103625780
gene,ENSG00000237763,protein_coding,AMY1A,103655760,103664554
gene,ENSG00000174876,protein_coding,AMY1B,103687415,103696454
gene,ENSG00000187733,protein_coding,AMY1C,103745323,103758726
gene,ENSG00000285981,lncRNA,ENSG00000285981,104998406,105032365
gene,ENSG00000230768,lncRNA,LINC01676,105587575,105618991
gene,ENSG00000233047,lncRNA,LINC01677,105927620,106028277
gene,ENSG00000237480,lncRNA,ENSG00000237480,105956694,106124564
gene,ENSG00000237460,lncRNA,LINC01661,106818224,106865316
gene,ENSG00000198890,protein_coding,PRMT6,107056674,107067636
gene,ENSG00000162631,protein_coding,NTNG1,107140007,107484923
gene,ENSG00000289612,lncRNA,ENSG00000289612,107140235,107140802
gene,ENSG00000134215,protein_coding,VAV3,107571161,107965180
gene,ENSG00000275455,miRNA,MIR7852,107897223,107897304
gene,ENSG00000230489,lncRNA,VAV3-AS1,107964443,107994607
gene,ENSG00000226822,lncRNA,LINC02785,108040263,108076020
gene,ENSG00000085491,protein_coding,SLC25A24,108134043,108200849
gene,ENSG00000260879,lncRNA,ENSG00000260879,108199926,108201491
gene,ENSG00000280186,TEC,ENSG00000280186,108200413,108202743
gene,ENSG00000196427,protein_coding,NBPF4,108222464,108244081
gene,ENSG00000238122,lncRNA,ENSG00000238122,108261196,108273689
gene,ENSG00000290547,lncRNA,ENSG00000290547,108272943,108337853
gene,ENSG00000290552,lncRNA,ENSG00000290552,108375838,108410814
gene,ENSG00000224698,lncRNA,ENSG00000224698,108420689,108433184
gene,ENSG00000186086,protein_coding,NBPF6,108450282,108471920
gene,ENSG00000162636,protein_coding,FAM102B,108560089,108644900
gene,ENSG00000162639,protein_coding,HENMT1,108648290,108661526
gene,ENSG00000285923,lncRNA,ENSG00000285923,108661533,108666246
gene,ENSG00000290126,lncRNA,ENSG00000290126,108690627,108692188
gene,ENSG00000134186,protein_coding,PRPF38B,108692310,108702928
gene,ENSG00000143107,protein_coding,FNDC7,108712908,108742749
gene,ENSG00000232971,lncRNA,ENSG00000232971,108734256,108734725
gene,ENSG00000116266,protein_coding,STXBP3,108746674,108809523
gene,ENSG00000162641,protein_coding,AKNAD1,108815898,108963484
gene,ENSG00000203897,lncRNA,SPATA42,108857217,108858524
gene,ENSG00000121957,protein_coding,GPSM2,108875350,108934545
gene,ENSG00000121940,protein_coding,CLCC1,108881885,108963527
gene,ENSG00000085433,protein_coding,WDR47,108970214,109042113
gene,ENSG00000197780,protein_coding,TAF13,109062496,109076012
gene,ENSG00000273382,lncRNA,TMEM167B-DT,109087971,109090858
gene,ENSG00000215717,protein_coding,TMEM167B,109090764,109096934
gene,ENSG00000278249,scaRNA,SCARNA2,109100193,109100612
gene,ENSG00000270066,lncRNA,ENSG00000270066,109100193,109100619
gene,ENSG00000179902,protein_coding,CFAP276,109105951,109113857
gene,ENSG00000116299,protein_coding,ELAPOR1,109113679,109206781
gene,ENSG00000031698,protein_coding,SARS1,109213918,109238182
gene,ENSG00000143126,protein_coding,CELSR2,109249539,109275751
gene,ENSG00000134222,protein_coding,PSRC1,109279556,109283186
gene,ENSG00000221986,protein_coding,MYBPHL,109292365,109307011
gene,ENSG00000134243,protein_coding,SORT1,109309568,109397918
gene,ENSG00000143106,protein_coding,PSMA5,109399042,109426448
gene,ENSG00000143028,protein_coding,SYPL2,109466546,109482134
gene,ENSG00000162650,protein_coding,ATXN7L2,109483479,109492804
gene,ENSG00000174151,protein_coding,CYB561D1,109494052,109502932
gene,ENSG00000181754,protein_coding,AMIGO1,109504178,109509738
gene,ENSG00000156097,protein_coding,GPR61,109539872,109548406
gene,ENSG00000254942,lncRNA,ENSG00000254942,109539906,109543837
gene,ENSG00000290117,lncRNA,ENSG00000290117,109546610,109548464
gene,ENSG00000065135,protein_coding,GNAI3,109548615,109600195
gene,ENSG00000206832,snRNA,RNU6V,109591534,109591640
gene,ENSG00000225113,lncRNA,ENSG00000225113,109596225,109597781
gene,ENSG00000284443,miRNA,MIR197,109598893,109598967
gene,ENSG00000134183,protein_coding,GNAT2,109603091,109619929
gene,ENSG00000116337,protein_coding,AMPD2,109616104,109632051
gene,ENSG00000228703,lncRNA,ENSG00000228703,109628417,109630305
gene,ENSG00000168765,protein_coding,GSTM4,109656099,109665496
gene,ENSG00000213366,protein_coding,GSTM2,109668022,109709551
gene,ENSG00000134184,protein_coding,GSTM1,109687814,109709039
gene,ENSG00000260246,lncRNA,ENSG00000260246,109693117,109693742
gene,ENSG00000134201,protein_coding,GSTM5,109711780,109775428
gene,ENSG00000241720,lncRNA,ENSG00000241720,109725820,109775252
gene,ENSG00000134202,protein_coding,GSTM3,109733932,109741038
gene,ENSG00000198758,protein_coding,EPS8L3,109750080,109764027
gene,ENSG00000228420,lncRNA,LINC01768,109828355,109871436
gene,ENSG00000235005,lncRNA,ENSG00000235005,109884176,109886264
gene,ENSG00000261055,lncRNA,ENSG00000261055,109895973,109897861
gene,ENSG00000184371,protein_coding,CSF1,109910242,109930992
gene,ENSG00000168710,protein_coding,AHCYL1,109984765,110023742
gene,ENSG00000143093,protein_coding,STRIP1,110031577,110074641
gene,ENSG00000258634,lncRNA,ENSG00000258634,110058340,110062555
gene,ENSG00000156150,protein_coding,ALX3,110059870,110070672
gene,ENSG00000258673,lncRNA,LINC01397,110082651,110109719
gene,ENSG00000186150,protein_coding,UBL4B,110112443,110113947
gene,ENSG00000197106,protein_coding,SLC6A17,110150494,110202202
gene,ENSG00000227091,lncRNA,SLC6A17-AS1,110165948,110172489
gene,ENSG00000235526,lncRNA,ENSG00000235526,110177643,110178719
gene,ENSG00000224965,lncRNA,KCNC4-DT,110208834,110209987
gene,ENSG00000116396,protein_coding,KCNC4,110210314,110283100
gene,ENSG00000200536,snoRNA,ENSG00000200536,110272484,110272607
gene,ENSG00000227963,lncRNA,RBM15-AS1,110286375,110339171
gene,ENSG00000162775,protein_coding,RBM15,110338506,110346681
gene,ENSG00000224699,lncRNA,LAMTOR5-AS1,110347116,110443817
gene,ENSG00000168679,protein_coding,SLC16A4,110362851,110391082
gene,ENSG00000273373,lncRNA,SLC16A4-AS1,110370154,110373003
gene,ENSG00000134248,protein_coding,LAMTOR5,110401249,110407942
gene,ENSG00000143125,protein_coding,PROK1,110451149,110457358
gene,ENSG00000270380,lncRNA,ENSG00000270380,110456505,110457354
gene,ENSG00000282887,lncRNA,ENSG00000282887,110472543,110474980
gene,ENSG00000283999,lncRNA,ENSG00000283999,110473756,110488663
gene,ENSG00000235407,lncRNA,CYMP-AS1,110487680,110490258
gene,ENSG00000143105,protein_coding,KCNA10,110517217,110519175
gene,ENSG00000177301,protein_coding,KCNA2,110519837,110631474
gene,ENSG00000177272,protein_coding,KCNA3,110653560,110674940
gene,ENSG00000288803,lncRNA,ENSG00000288803,110680508,110682674
gene,ENSG00000143119,protein_coding,CD53,110871188,110899922
gene,ENSG00000261654,lncRNA,ENSG00000261654,110936369,110942353
gene,ENSG00000232811,lncRNA,ENSG00000232811,110943467,110952848
gene,ENSG00000121931,protein_coding,LRIF1,110947190,110963965
gene,ENSG00000273010,lncRNA,ENSG00000273010,110963302,110964649
gene,ENSG00000156171,protein_coding,DRAM2,111117163,111140203
gene,ENSG00000134255,protein_coding,CEPT1,111139479,111185104
gene,ENSG00000272982,lncRNA,ENSG00000272982,111181374,111181491
gene,ENSG00000273221,lncRNA,ENSG00000273221,111184415,111185061
gene,ENSG00000162777,protein_coding,DENND2D,111185969,111204535
gene,ENSG00000064886,protein_coding,CHI3L2,111200771,111243440
gene,ENSG00000290764,lncRNA,CHIAP2,111280059,111286116
gene,ENSG00000134216,protein_coding,CHIA,111290851,111320566
gene,ENSG00000229283,lncRNA,ENSG00000229283,111317600,111323981
gene,ENSG00000173947,protein_coding,PIFO,111346600,111353013
gene,ENSG00000290561,lncRNA,PGBP,111384519,111389851
gene,ENSG00000085465,protein_coding,OVGP1,111414319,111427735
gene,ENSG00000260948,lncRNA,ENSG00000260948,111431046,111433068
gene,ENSG00000243960,lncRNA,ENSG00000243960,111438638,111441364
gene,ENSG00000116455,protein_coding,WDR77,111439890,111449256
gene,ENSG00000116459,protein_coding,ATP5PB,111448864,111462773
gene,ENSG00000143110,protein_coding,C1orf162,111473792,111478512
gene,ENSG00000121933,protein_coding,TMIGD3,111483348,111563962
gene,ENSG00000200360,snRNA,RNU6-792P,111490317,111490423
gene,ENSG00000282608,protein_coding,ADORA3,111499429,111503633
gene,ENSG00000116473,protein_coding,RAP1A,111542218,111716691
gene,ENSG00000231346,lncRNA,LINC01160,111599655,111608723
gene,ENSG00000201028,snRNA,RNU6-151P,111650431,111650537
gene,ENSG00000197852,protein_coding,INKA2,111680630,111755824
gene,ENSG00000227811,lncRNA,INKA2-AS1,111739579,111747798
gene,ENSG00000284830,lncRNA,ENSG00000284830,111745299,111755537
gene,ENSG00000064703,protein_coding,DDX20,111754832,111775602
gene,ENSG00000171385,protein_coding,KCND3,111770662,111989668
gene,ENSG00000232558,lncRNA,KCND3-IT1,111853762,111856905
gene,ENSG00000237556,lncRNA,KCND3-AS1,111909336,111910931
gene,ENSG00000231437,lncRNA,LINC01750,111989770,111998842
gene,ENSG00000231246,lncRNA,LINC02884,112176836,112360625
gene,ENSG00000238761,snoRNA,ENSG00000238761,112371004,112371107
gene,ENSG00000143079,protein_coding,CTTNBP2NL,112396214,112463456
gene,ENSG00000283296,miRNA,MIR4256,112461770,112461833
gene,ENSG00000134245,protein_coding,WNT2B,112466541,112530165
gene,ENSG00000273483,lncRNA,ENSG00000273483,112517799,112518441
gene,ENSG00000007341,protein_coding,ST7L,112523514,112620825
gene,ENSG00000116489,protein_coding,CAPZA1,112619805,112671616
gene,ENSG00000252750,snRNA,RNU7-70P,112634719,112634784
gene,ENSG00000155363,protein_coding,MOV10,112673141,112700756
gene,ENSG00000225075,lncRNA,ENSG00000225075,112693688,112696621
gene,ENSG00000155366,protein_coding,RHOC,112701127,112707434
gene,ENSG00000271810,protein_coding,ENSG00000271810,112702614,112711433
gene,ENSG00000155367,protein_coding,PPM1J,112709994,112715332
gene,ENSG00000261595,lncRNA,PPM1J-DT,112715672,112717796
gene,ENSG00000184599,protein_coding,TAFA3,112718905,112727235
gene,ENSG00000215866,lncRNA,LINC01356,112820170,112850643
gene,ENSG00000224167,lncRNA,LINC01357,112849821,112877878
gene,ENSG00000155380,protein_coding,SLC16A1,112911847,112957593
gene,ENSG00000226419,lncRNA,SLC16A1-AS1,112956415,113047055
gene,ENSG00000287807,lncRNA,ENSG00000287807,112978610,112999636
gene,ENSG00000238198,lncRNA,LRIG2-DT,113011687,113073113
gene,ENSG00000198799,protein_coding,LRIG2,113073198,113132260
gene,ENSG00000081026,protein_coding,MAGI3,113390515,113685923
gene,ENSG00000116793,protein_coding,PHTF1,113696831,113759489
gene,ENSG00000081019,protein_coding,RSBN1,113761832,113812476
gene,ENSG00000231128,lncRNA,ENSG00000231128,113812379,113870159
gene,ENSG00000134242,protein_coding,PTPN22,113813811,113871753
gene,ENSG00000226167,lncRNA,AP4B1-AS1,113856635,113901237
gene,ENSG00000188761,protein_coding,BCL2L15,113876816,113887581
gene,ENSG00000134262,protein_coding,AP4B1,113894194,113905201
gene,ENSG00000118655,protein_coding,DCLRE1B,113904619,113914086
gene,ENSG00000235527,lncRNA,HIPK1-AS1,113924000,113929495
gene,ENSG00000163349,protein_coding,HIPK1,113929324,113977869
gene,ENSG00000116774,protein_coding,OLFML3,113979391,114035572
gene,ENSG00000282048,lncRNA,ENSG00000282048,114032377,114034511
gene,ENSG00000134207,protein_coding,SYT6,114089291,114153880
gene,ENSG00000232895,lncRNA,ENSG00000232895,114206427,114262278
gene,ENSG00000197323,protein_coding,TRIM33,114392790,114511203
gene,ENSG00000116752,protein_coding,BCAS2,114567557,114581629
gene,ENSG00000175984,protein_coding,DENND2C,114582848,114670422
gene,ENSG00000116748,protein_coding,AMPD1,114673090,114695618
gene,ENSG00000242769,misc_RNA,RN7SL432P,114697627,114697924
gene,ENSG00000213281,protein_coding,NRAS,114704469,114716771
gene,ENSG00000009307,protein_coding,CSDE1,114716913,114758676
gene,ENSG00000201900,misc_RNA,RNY1P13,114727720,114727824
gene,ENSG00000052723,protein_coding,SIKE1,114769479,114780685
gene,ENSG00000198765,protein_coding,SYCP1,114854863,114995370
gene,ENSG00000134200,protein_coding,TSHB,115029826,115034302
gene,ENSG00000134198,protein_coding,TSPAN2,115048011,115089503
gene,ENSG00000233730,lncRNA,LINC01765,115099580,115102686
gene,ENSG00000285698,lncRNA,ENSG00000285698,115270767,115283763
gene,ENSG00000228035,lncRNA,NGF-AS1,115283034,115368072
gene,ENSG00000134259,protein_coding,NGF,115285904,115338770
gene,ENSG00000287103,lncRNA,ENSG00000287103,115356664,115364897
gene,ENSG00000239984,misc_RNA,RN7SL420P,115606471,115606768
gene,ENSG00000207502,snoRNA,ENSG00000207502,115621872,115622005
gene,ENSG00000173218,protein_coding,VANGL1,115641970,115698224
gene,ENSG00000118729,protein_coding,CASQ2,115700021,115768714
gene,ENSG00000177551,protein_coding,NHLH2,115836377,115843917
gene,ENSG00000228127,lncRNA,LINC01649,115904855,115931616
gene,ENSG00000163393,protein_coding,SLC22A15,115976513,116070054
gene,ENSG00000237993,lncRNA,ENSG00000237993,116013813,116017705
gene,ENSG00000173212,protein_coding,MAB21L3,116111399,116138149
gene,ENSG00000235933,lncRNA,LINC01779,116164209,116167494
gene,ENSG00000221040,snoRNA,U3,3384229,240289443
gene,ENSG00000287217,lncRNA,ENSG00000287217,116289237,116297621
gene,ENSG00000163399,protein_coding,ATP1A1,116372668,116410261
gene,ENSG00000203865,lncRNA,ATP1A1-AS1,116378437,116421301
gene,ENSG00000212385,snRNA,RNU6-817P,116413766,116413869
gene,ENSG00000233154,lncRNA,LINC01762,116423724,116478842
gene,ENSG00000230381,lncRNA,ENSG00000230381,116429049,116433368
gene,ENSG00000224950,lncRNA,ENSG00000224950,116493016,116499212
gene,ENSG00000286276,lncRNA,ENSG00000286276,116493350,116502634
gene,ENSG00000116815,protein_coding,CD58,116514534,116571039
gene,ENSG00000264419,miRNA,MIR548AC,116560024,116560111
gene,ENSG00000143061,protein_coding,IGSF3,116574399,116667755
gene,ENSG00000211543,miRNA,MIR320B1,116671749,116671827
gene,ENSG00000203864,lncRNA,LINC02868,116694112,116706603
gene,ENSG00000116824,protein_coding,CD2,116754430,116769229
gene,ENSG00000272715,lncRNA,ENSG00000272715,116909149,116909531
gene,ENSG00000134247,protein_coding,PTGFRN,116909916,116990353
gene,ENSG00000134256,protein_coding,CD101,117001750,117036552
gene,ENSG00000236137,lncRNA,CD101-AS1,117025482,117059490
gene,ENSG00000116830,protein_coding,TTF2,117060326,117107453
gene,ENSG00000215930,miRNA,MIR942,117094643,117094728
gene,ENSG00000134253,protein_coding,TRIM45,117111060,117122587
gene,ENSG00000134258,protein_coding,VTCN1,117143587,117210960
gene,ENSG00000235202,lncRNA,LINC01525,117272182,117321336
gene,ENSG00000271427,lncRNA,ENSG00000271427,117364899,117365473
gene,ENSG00000198162,protein_coding,MAN1A2,117367449,117528872
gene,ENSG00000279513,TEC,ENSG00000279513,117493515,117495006
gene,ENSG00000236866,lncRNA,TENT5C-DT,117596832,117605770
gene,ENSG00000183508,protein_coding,TENT5C,117606048,117628389
gene,ENSG00000212266,snoRNA,ENSG00000212266,117688621,117688742
gene,ENSG00000196505,protein_coding,GDAP2,117863485,117929621
gene,ENSG00000065183,protein_coding,WDR3,117929720,117966543
gene,ENSG00000155761,protein_coding,SPAG17,117953590,118185228
gene,ENSG00000287980,lncRNA,ENSG00000287980,118185349,118207051
gene,ENSG00000092607,protein_coding,TBX15,118883046,118989556
gene,ENSG00000226172,lncRNA,ENSG00000226172,119000344,119001392
gene,ENSG00000239216,lncRNA,ENSG00000239216,119000618,119001405
gene,ENSG00000116874,protein_coding,WARS2,119031216,119140654
gene,ENSG00000224238,lncRNA,WARS2-IT1,119047405,119064785
gene,ENSG00000231365,lncRNA,WARS2-AS1,119140391,119275973
gene,ENSG00000227712,lncRNA,ENSG00000227712,119230313,119327915
gene,ENSG00000232650,lncRNA,LINC01780,119327399,119356182
gene,ENSG00000194297,snRNA,RNU1-75P,119331397,119331525
gene,ENSG00000116882,protein_coding,HAO2,119368779,119394130
gene,ENSG00000230921,lncRNA,HAO2-IT1,119368946,119370331
gene,ENSG00000203859,protein_coding,HSD3B2,119414931,119423035
gene,ENSG00000203857,protein_coding,HSD3B1,119507198,119515054
gene,ENSG00000260941,lncRNA,LINC00622,119597702,119599271
gene,ENSG00000143067,protein_coding,ZNF697,119619377,119648266
gene,ENSG00000092621,protein_coding,PHGDH,119648411,119744218
gene,ENSG00000134240,protein_coding,HMGCS2,119748002,119768905
gene,ENSG00000134193,protein_coding,REG4,119794017,119811580
gene,ENSG00000134249,protein_coding,ADAM30,119893533,119896515
gene,ENSG00000134250,protein_coding,NOTCH2,119911553,120100779
gene,ENSG00000273406,lncRNA,ENSG00000273406,120076616,120077091
gene,ENSG00000207149,snRNA,RNU6-465P,120126974,120127074
gene,ENSG00000265808,protein_coding,SEC22B,120150898,120176520
gene,ENSG00000277313,misc_RNA,7SK,35889558,149290762
gene,ENSG00000290569,lncRNA,ENSG00000290569,120267334,120341871
gene,ENSG00000273727,snRNA,U1,9646825,121008507
gene,ENSG00000270231,protein_coding,NBPF8,120415035,120469676
gene,ENSG00000290999,lncRNA,ENSG00000290999,120519468,120548357
gene,ENSG00000273694,snRNA,U2,10736171,150241860
gene,ENSG00000286106,protein_coding,NOTCH2NLR,120723912,120794851
gene,ENSG00000273136,protein_coding,NBPF26,120723949,120842110
gene,ENSG00000287979,lncRNA,ENSG00000287979,120849674,120850985
gene,ENSG00000275538,snRNA,RNVU1-19,120850819,120850985
gene,ENSG00000263353,protein_coding,PPIAL4A,120889771,120890530
gene,ENSG00000281741,TEC,ENSG00000281741,120913151,120914238
gene,ENSG00000226067,lncRNA,LINC00623,120913184,121009291
gene,ENSG00000277610,snRNA,RNVU1-4,120942600,120942763
gene,ENSG00000290903,lncRNA,ENSG00000290903,120963645,120973561
gene,ENSG00000290904,lncRNA,PDE4DIPP4,120985692,121052167
gene,ENSG00000291135,lncRNA,FCGR1BP,121087298,121097161
gene,ENSG00000234998,lncRNA,ENSG00000234998,121087528,121116676
gene,ENSG00000233029,lncRNA,ENSG00000233029,121090289,121097655
gene,ENSG00000291123,lncRNA,H2BP1,121107171,121117294
gene,ENSG00000227193,lncRNA,ENSG00000227193,121118126,121146826
gene,ENSG00000188610,protein_coding,FAM72B,121167646,121185539
gene,ENSG00000171943,protein_coding,SRGAP2C,121184811,121392874
gene,ENSG00000230806,lncRNA,SRGAP2-AS1,121360156,121398806
gene,ENSG00000227082,lncRNA,LINC02798,121396754,121463508
gene,ENSG00000228826,lncRNA,ENSG00000228826,121494329,121511588
gene,ENSG00000272583,lncRNA,ENSG00000272583,121518365,121519601
gene,ENSG00000291141,lncRNA,EMBP1,121519103,121575702
gene,ENSG00000224857,lncRNA,LINC01691,121573946,121580524
gene,ENSG00000252830,rRNA,RNA5SP533,143439605,143439714
gene,ENSG00000235887,lncRNA,LINC02799,143499187,143500512
gene,ENSG00000202167,snRNA,RNU1-114P,143652050,143652215
gene,ENSG00000207349,snRNA,RNVU1-17,143699456,143699619
gene,ENSG00000252826,snRNA,RNVU1-23,143720510,143720644
gene,ENSG00000206737,snRNA,RNVU1-18,143729407,143729570
gene,ENSG00000232721,lncRNA,ENSG00000232721,143735983,143739506
gene,ENSG00000263590,lncRNA,LINC02591,143790010,143797108
gene,ENSG00000252105,snRNA,RNU1-143P,143791542,143791687
gene,ENSG00000290735,lncRNA,ENSG00000290735,143875171,143904650
gene,ENSG00000273213,protein_coding,H3-7,143894544,143905977
gene,ENSG00000230186,lncRNA,ENSG00000230186,143905487,143934776
gene,ENSG00000263513,protein_coding,FAM72C,143955287,143971986
gene,ENSG00000289318,lncRNA,ENSG00000289318,143972669,143975076
gene,ENSG00000232527,lncRNA,LINC02802,144227029,144250326
gene,ENSG00000276442,rRNA,RNA5SP529,144265217,144265326
gene,ENSG00000290869,lncRNA,KMT2CP1,144276484,144302541
gene,ENSG00000271567,protein_coding,PPIAL4E,144372875,144373634
gene,ENSG00000207205,snRNA,RNVU1-15,144412576,144412740
gene,ENSG00000237343,lncRNA,ENSG00000237343,144418113,144419192
gene,ENSG00000266338,protein_coding,NBPF15,144421390,144461676
gene,ENSG00000275291,snRNA,RNVU1-26,144523860,144524021
gene,ENSG00000290121,lncRNA,ENSG00000290121,144545892,144546786
gene,ENSG00000278099,snRNA,RNVU1-2A,144551779,144551943
gene,ENSG00000277918,snRNA,RNVU1-28,144560666,144560829
gene,ENSG00000279782,protein_coding,PPIAL4F,144592893,144593652
gene,ENSG00000277199,lncRNA,LINC01632,144627192,144642372
gene,ENSG00000224363,lncRNA,ENSG00000224363,144641371,144919902
gene,ENSG00000288905,lncRNA,LSP1P5,91587019,144758298
gene,ENSG00000196369,protein_coding,SRGAP2B,144887265,145095528
gene,ENSG00000215784,protein_coding,FAM72D,145095974,145112696
gene,ENSG00000290867,lncRNA,LINC01145,145164099,145216058
gene,ENSG00000277678,snRNA,RNU1-153P,145169519,145169664
gene,ENSG00000281571,TEC,ENSG00000281571,145214851,145215938
gene,ENSG00000289549,protein_coding,PPIAL4D,145241415,145242174
gene,ENSG00000207501,snRNA,RNVU1-14,145281116,145281279
gene,ENSG00000276216,lncRNA,ENSG00000276216,145281116,145281462
gene,ENSG00000236140,lncRNA,ENSG00000236140,145286610,145287755
gene,ENSG00000162825,protein_coding,NBPF20,145289900,145425603
gene,ENSG00000270384,snRNA,RNU1-154P,145431527,145431693
gene,ENSG00000286620,TEC,ENSG00000286620,145459798,145462007
gene,ENSG00000270722,snRNA,RNVU1-31,145465617,145465780
gene,ENSG00000287374,lncRNA,ENSG00000287374,145475606,145480999
gene,ENSG00000291005,lncRNA,NBPF25P,145572345,145607858
gene,ENSG00000117262,protein_coding,GPR89A,145607988,145670650
gene,ENSG00000174827,protein_coding,PDZK1,145670852,145708148
gene,ENSG00000117281,protein_coding,CD160,145719471,145739288
gene,ENSG00000265491,protein_coding,RNF115,145738868,145824095
gene,ENSG00000186141,protein_coding,POLR3C,145824053,145844402
gene,ENSG00000186364,protein_coding,NUDT17,145845630,145848954
gene,ENSG00000131788,protein_coding,PIAS3,145848522,145859836
gene,ENSG00000278549,miRNA,MIR6736,145850587,145850645
gene,ENSG00000198483,protein_coding,ANKRD35,145866560,145885866
gene,ENSG00000143127,protein_coding,ITGA10,145891208,145910111
gene,ENSG00000244619,lncRNA,ENSG00000244619,145892847,145893483
gene,ENSG00000131779,protein_coding,PEX11B,145911350,145918717
gene,ENSG00000289565,protein_coding,ENSG00000289565,145917714,145926741
gene,ENSG00000265241,protein_coding,RBM8A,145921556,145927678
gene,ENSG00000234222,lncRNA,LIX1L-AS1,145926590,145959179
gene,ENSG00000280778,protein_coding,ENSG00000280778,145927258,145977811
gene,ENSG00000271601,protein_coding,LIX1L,145933423,145958017
gene,ENSG00000272031,protein_coding,ANKRD34A,145959441,145964575
gene,ENSG00000278431,lncRNA,ENSG00000278431,145961388,145964422
gene,ENSG00000121851,protein_coding,POLR3GL,145964690,145978848
gene,ENSG00000265972,protein_coding,TXNIP,145992435,145996579
gene,ENSG00000168509,protein_coding,HJV,146017468,146036746
gene,ENSG00000287190,lncRNA,ENSG00000287190,146050441,146052244
gene,ENSG00000201558,snRNA,RNVU1-6,146052081,146052244
gene,ENSG00000233396,lncRNA,LINC01719,146052566,146061952
gene,ENSG00000271425,protein_coding,NBPF10,146064711,146229000
gene,ENSG00000264343,protein_coding,NOTCH2NLA,146146203,146229041
gene,ENSG00000276509,lncRNA,ENSG00000276509,146235806,146237807
gene,ENSG00000201789,snRNA,RNU6-1071P,146288596,146288696
gene,ENSG00000290578,lncRNA,ENSG00000290578,146321214,146401647
gene,ENSG00000270339,protein_coding,PPIAL4H,146344006,146344765
gene,ENSG00000273768,snRNA,RNVU1-29,146376807,146376970
gene,ENSG00000287978,lncRNA,ENSG00000287978,146387202,146388092
gene,ENSG00000274428,snRNA,RNVU1-25,146409903,146410062
gene,ENSG00000291242,lncRNA,ENSG00000291242,146472566,146641639
gene,ENSG00000289321,lncRNA,ENSG00000289321,146486650,146487965
gene,ENSG00000274408,rRNA,RNA5SP536,146539541,146539663
gene,ENSG00000290557,lncRNA,ENSG00000290557,146743160,146779280
gene,ENSG00000274450,snRNA,ENSG00000274450,146862729,146862845
gene,ENSG00000291243,lncRNA,ENSG00000291243,146898825,146914294
gene,ENSG00000268043,protein_coding,NBPF12,146938324,146996202
gene,ENSG00000234225,lncRNA,ENSG00000234225,147001931,147003618
gene,ENSG00000201142,snRNA,RNU1-151P,147079746,147079870
gene,ENSG00000286172,snRNA,RNVU1-8,147084616,147084756
gene,ENSG00000131791,protein_coding,PRKAB2,147155106,147172550
gene,ENSG00000237188,lncRNA,ENSG00000237188,147172755,147295734
gene,ENSG00000131781,protein_coding,FMO5,147175351,147243050
gene,ENSG00000131778,protein_coding,CHD1L,147242654,147295765
gene,ENSG00000278811,lncRNA,LINC00624,147258885,147517875
gene,ENSG00000116128,protein_coding,BCL9,147541501,147626216
gene,ENSG00000289419,lncRNA,ENSG00000289419,147608331,147610187
gene,ENSG00000288626,protein_coding,ENSG00000288626,147611590,147611796
gene,ENSG00000162836,protein_coding,ACP6,147629652,147670524
gene,ENSG00000277762,misc_RNA,RN7SL261P,147689256,147689537
