gene_id,gene_type,counts,ratio
ENSG00000213901,protein_coding,122,0.0000%
ENSG00000197558,transcribed_unitary_pseudogene,122,0.0000%
ENSG00000240535,lncRNA,122,0.0000%
ENSG00000248671,lncRNA,122,0.0000%
ENSG00000218358,unknow,122,0.0000%
ENSG00000235890,lncRNA,122,0.0000%
ENSG00000257497,lncRNA,122,0.0000%
ENSG00000235961,protein_coding,122,0.0000%
ENSG00000163331,protein_coding,122,0.0000%
ENSG00000279384,TEC,122,0.0000%
ENSG00000223650,processed_pseudogene,122,0.0000%
ENSG00000242299,processed_pseudogene,122,0.0000%
ENSG00000224468,lncRNA,122,0.0000%
ENSG00000250404,unknow,122,0.0000%
ENSG00000261560,lncRNA,122,0.0000%
ENSG00000229999,lncRNA,122,0.0000%
ENSG00000130055,protein_coding,122,0.0000%
ENSG00000105251,protein_coding,122,0.0000%
ENSG00000159761,protein_coding,122,0.0000%
ENSG00000223111,unknow,122,0.0000%
ENSG00000258458,lncRNA,122,0.0000%
ENSG00000243911,misc_RNA,122,0.0000%
ENSG00000258751,lncRNA,122,0.0000%
ENSG00000092200,protein_coding,122,0.0000%
ENSG00000247287,lncRNA,122,0.0000%
ENSG00000231125,lncRNA,123,0.0000%
ENSG00000248243,lncRNA,123,0.0000%
ENSG00000237757,processed_pseudogene,123,0.0000%
ENSG00000231177,lncRNA,123,0.0000%
ENSG00000272858,lncRNA,123,0.0000%
ENSG00000234753,lncRNA,123,0.0000%
ENSG00000279520,TEC,123,0.0000%
ENSG00000256657,unprocessed_pseudogene,123,0.0000%
ENSG00000250995,processed_pseudogene,123,0.0000%
ENSG00000265683,processed_pseudogene,123,0.0000%
ENSG00000008056,protein_coding,123,0.0000%
ENSG00000243175,transcribed_processed_pseudogene,123,0.0000%
ENSG00000126218,protein_coding,123,0.0000%
ENSG00000272420,lncRNA,123,0.0000%
ENSG00000243797,lncRNA,123,0.0000%
ENSG00000239861,processed_pseudogene,123,0.0000%
ENSG00000259556,unprocessed_pseudogene,123,0.0000%
ENSG00000271969,lncRNA,123,0.0000%
ENSG00000280388,TEC,123,0.0000%
ENSG00000179528,protein_coding,123,0.0000%
ENSG00000131126,protein_coding,123,0.0000%
ENSG00000227896,lncRNA,124,0.0000%
ENSG00000197599,protein_coding,124,0.0000%
ENSG00000229886,processed_pseudogene,124,0.0000%
ENSG00000280071,artifact,124,0.0000%
ENSG00000243176,lncRNA,124,0.0000%
ENSG00000106336,protein_coding,124,0.0000%
ENSG00000259315,transcribed_processed_pseudogene,124,0.0000%
ENSG00000279070,lncRNA,124,0.0000%
ENSG00000197859,protein_coding,124,0.0000%
ENSG00000259920,lncRNA,124,0.0000%
ENSG00000278126,lncRNA,124,0.0000%
ENSG00000234869,lncRNA,124,0.0000%
ENSG00000262003,lncRNA,124,0.0000%
ENSG00000199977,unknow,124,0.0000%
ENSG00000278917,TEC,124,0.0000%
ENSG00000106565,protein_coding,124,0.0000%
ENSG00000181029,protein_coding,124,0.0000%
ENSG00000232725,lncRNA,125,0.0000%
ENSG00000138639,protein_coding,125,0.0000%
ENSG00000229920,transcribed_processed_pseudogene,125,0.0000%
ENSG00000223652,lncRNA,125,0.0000%
ENSG00000184545,protein_coding,125,0.0000%
ENSG00000280143,TEC,125,0.0000%
ENSG00000119919,protein_coding,125,0.0000%
ENSG00000272689,lncRNA,125,0.0000%
ENSG00000234509,lncRNA,125,0.0000%
ENSG00000260018,lncRNA,125,0.0000%
ENSG00000237379,processed_pseudogene,125,0.0000%
ENSG00000188004,lncRNA,125,0.0000%
ENSG00000280193,TEC,125,0.0000%
ENSG00000183784,lncRNA,125,0.0000%
ENSG00000245080,lncRNA,125,0.0000%
ENSG00000117586,protein_coding,125,0.0000%
ENSG00000230772,unprocessed_pseudogene,125,0.0000%
ENSG00000249249,lncRNA,125,0.0000%
ENSG00000275784,unknow,125,0.0000%
ENSG00000143199,protein_coding,125,0.0000%
ENSG00000143110,protein_coding,125,0.0000%
ENSG00000153721,protein_coding,126,0.0000%
ENSG00000232630,processed_pseudogene,126,0.0000%
ENSG00000183638,protein_coding,126,0.0000%
ENSG00000188981,protein_coding,126,0.0000%
ENSG00000236397,unknow,126,0.0000%
ENSG00000255200,transcribed_processed_pseudogene,126,0.0000%
ENSG00000277782,lncRNA,126,0.0000%
ENSG00000261868,processed_pseudogene,126,0.0000%
ENSG00000272077,lncRNA,126,0.0000%
ENSG00000243243,lncRNA,126,0.0000%
ENSG00000267169,lncRNA,126,0.0000%
ENSG00000236333,lncRNA,126,0.0000%
ENSG00000232373,processed_pseudogene,126,0.0000%
ENSG00000230006,unknow,126,0.0000%
ENSG00000258111,processed_pseudogene,126,0.0000%
ENSG00000232573,processed_pseudogene,126,0.0000%
ENSG00000226754,lncRNA,126,0.0000%
ENSG00000218428,processed_pseudogene,127,0.0000%
ENSG00000232615,processed_pseudogene,127,0.0000%
ENSG00000224533,lncRNA,127,0.0000%
ENSG00000140505,protein_coding,127,0.0000%
ENSG00000229954,processed_pseudogene,127,0.0000%
ENSG00000160801,protein_coding,127,0.0000%
ENSG00000248554,lncRNA,127,0.0000%
ENSG00000242170,misc_RNA,127,0.0000%
ENSG00000259378,processed_pseudogene,127,0.0000%
ENSG00000181322,protein_coding,127,0.0000%
ENSG00000270175,lncRNA,127,0.0000%
ENSG00000279752,TEC,127,0.0000%
ENSG00000254263,lncRNA,127,0.0000%
ENSG00000259236,unprocessed_pseudogene,127,0.0000%
ENSG00000258581,processed_pseudogene,127,0.0000%
ENSG00000269399,lncRNA,127,0.0000%
ENSG00000253540,transcribed_unprocessed_pseudogene,127,0.0000%
ENSG00000279897,unknow,127,0.0000%
ENSG00000161298,protein_coding,127,0.0000%
ENSG00000108576,protein_coding,127,0.0000%
ENSG00000142449,protein_coding,127,0.0000%
ENSG00000236510,lncRNA,127,0.0000%
ENSG00000279568,TEC,127,0.0000%
ENSG00000275894,lncRNA,127,0.0000%
ENSG00000279416,TEC,127,0.0000%
ENSG00000233892,processed_pseudogene,128,0.0000%
ENSG00000237849,processed_pseudogene,128,0.0000%
ENSG00000276434,lncRNA,128,0.0000%
ENSG00000203734,protein_coding,128,0.0000%
ENSG00000187492,protein_coding,128,0.0000%
ENSG00000188483,protein_coding,128,0.0000%
ENSG00000235373,unknow,128,0.0000%
ENSG00000133169,protein_coding,128,0.0000%
ENSG00000138823,protein_coding,128,0.0000%
ENSG00000237222,lncRNA,128,0.0000%
ENSG00000080493,protein_coding,128,0.0000%
ENSG00000273143,lncRNA,128,0.0000%
ENSG00000279951,TEC,128,0.0000%
ENSG00000019102,protein_coding,128,0.0000%
ENSG00000120555,unknow,128,0.0000%
ENSG00000249020,snoRNA,128,0.0000%
ENSG00000235568,protein_coding,128,0.0000%
ENSG00000229622,processed_pseudogene,128,0.0000%
ENSG00000198225,protein_coding,128,0.0000%
ENSG00000280035,TEC,128,0.0000%
ENSG00000186960,lncRNA,128,0.0000%
ENSG00000258130,transcribed_unprocessed_pseudogene,128,0.0000%
ENSG00000232490,lncRNA,128,0.0000%
ENSG00000164379,protein_coding,129,0.0000%
ENSG00000262454,lncRNA,129,0.0000%
ENSG00000248098,protein_coding,129,0.0000%
ENSG00000277496,lncRNA,129,0.0000%
ENSG00000146374,protein_coding,129,0.0000%
ENSG00000177989,protein_coding,129,0.0000%
ENSG00000228657,processed_pseudogene,129,0.0000%
ENSG00000278867,TEC,129,0.0000%
ENSG00000280278,TEC,129,0.0000%
ENSG00000259735,lncRNA,129,0.0000%
ENSG00000262884,lncRNA,129,0.0000%
ENSG00000231948,lncRNA,129,0.0000%
ENSG00000260585,lncRNA,129,0.0000%
ENSG00000184261,protein_coding,129,0.0000%
ENSG00000121904,protein_coding,129,0.0000%
ENSG00000272931,lncRNA,129,0.0000%
ENSG00000254275,lncRNA,129,0.0000%
ENSG00000160838,protein_coding,129,0.0000%
ENSG00000239559,processed_pseudogene,129,0.0000%
ENSG00000231851,lncRNA,129,0.0000%
ENSG00000226180,lncRNA,129,0.0000%
ENSG00000250132,lncRNA,129,0.0000%
ENSG00000175147,lncRNA,129,0.0000%
ENSG00000206989,unknow,129,0.0000%
ENSG00000280163,TEC,129,0.0000%
ENSG00000243896,protein_coding,129,0.0000%
ENSG00000251307,lncRNA,129,0.0000%
ENSG00000272622,lncRNA,129,0.0000%
ENSG00000147127,protein_coding,129,0.0000%
ENSG00000205209,protein_coding,130,0.0000%
ENSG00000257527,lncRNA,130,0.0000%
ENSG00000159208,protein_coding,130,0.0000%
ENSG00000273432,lncRNA,130,0.0000%
ENSG00000233170,processed_pseudogene,130,0.0000%
ENSG00000230092,transcribed_unprocessed_pseudogene,130,0.0000%
ENSG00000174460,protein_coding,130,0.0000%
ENSG00000163126,protein_coding,130,0.0000%
ENSG00000156150,protein_coding,130,0.0000%
ENSG00000170367,protein_coding,130,0.0000%
ENSG00000119715,protein_coding,130,0.0000%
ENSG00000100197,protein_coding,130,0.0000%
ENSG00000203321,lncRNA,130,0.0000%
ENSG00000251303,processed_pseudogene,130,0.0000%
ENSG00000269989,lncRNA,130,0.0000%
ENSG00000262712,lncRNA,130,0.0000%
ENSG00000206675,snRNA,130,0.0000%
ENSG00000127528,protein_coding,130,0.0000%
ENSG00000250493,lncRNA,130,0.0000%
ENSG00000262251,unknow,130,0.0000%
ENSG00000174225,protein_coding,130,0.0000%
ENSG00000100918,protein_coding,130,0.0000%
ENSG00000150625,protein_coding,130,0.0000%
ENSG00000189149,transcribed_unitary_pseudogene,130,0.0000%
ENSG00000197380,protein_coding,130,0.0000%
ENSG00000270367,processed_pseudogene,131,0.0000%
ENSG00000232065,lncRNA,131,0.0000%
ENSG00000272172,lncRNA,131,0.0000%
ENSG00000273014,lncRNA,131,0.0000%
ENSG00000145358,protein_coding,131,0.0000%
ENSG00000074276,protein_coding,131,0.0000%
ENSG00000224429,lncRNA,131,0.0000%
ENSG00000261094,lncRNA,131,0.0000%
ENSG00000260198,lncRNA,131,0.0000%
ENSG00000271816,lncRNA,131,0.0000%
ENSG00000166183,protein_coding,131,0.0000%
ENSG00000223764,lncRNA,131,0.0000%
ENSG00000215302,transcribed_unprocessed_pseudogene,131,0.0000%
ENSG00000255565,lncRNA,131,0.0000%
ENSG00000206417,lncRNA,131,0.0000%
ENSG00000102935,protein_coding,131,0.0000%
ENSG00000124701,protein_coding,131,0.0000%
ENSG00000253457,protein_coding,131,0.0000%
ENSG00000126353,protein_coding,131,0.0000%
ENSG00000263883,transcribed_processed_pseudogene,131,0.0000%
ENSG00000152154,protein_coding,131,0.0000%
ENSG00000080854,protein_coding,131,0.0000%
ENSG00000188013,processed_pseudogene,132,0.0000%
ENSG00000213713,processed_pseudogene,132,0.0000%
ENSG00000279584,TEC,132,0.0000%
ENSG00000279769,unknow,132,0.0000%
ENSG00000227374,lncRNA,132,0.0000%
ENSG00000154537,unknow,132,0.0000%
ENSG00000253475,lncRNA,132,0.0000%
ENSG00000260910,lncRNA,132,0.0000%
ENSG00000203808,lncRNA,132,0.0000%
ENSG00000181588,protein_coding,132,0.0000%
ENSG00000229839,lncRNA,132,0.0000%
ENSG00000237903,lncRNA,132,0.0000%
ENSG00000259426,lncRNA,132,0.0000%
ENSG00000135407,protein_coding,132,0.0000%
ENSG00000273002,lncRNA,132,0.0000%
ENSG00000244242,protein_coding,132,0.0000%
ENSG00000259523,lncRNA,132,0.0000%
ENSG00000220785,transcribed_unprocessed_pseudogene,132,0.0000%
ENSG00000231609,lncRNA,132,0.0000%
ENSG00000215841,lncRNA,132,0.0000%
ENSG00000270890,processed_pseudogene,132,0.0000%
ENSG00000251615,lncRNA,132,0.0000%
ENSG00000164398,protein_coding,132,0.0000%
ENSG00000104055,protein_coding,132,0.0000%
ENSG00000078795,protein_coding,132,0.0000%
ENSG00000273305,lncRNA,132,0.0000%
ENSG00000259363,lncRNA,132,0.0000%
ENSG00000176692,protein_coding,133,0.0000%
ENSG00000279481,TEC,133,0.0000%
ENSG00000272235,lncRNA,133,0.0000%
ENSG00000279794,TEC,133,0.0000%
ENSG00000153714,protein_coding,133,0.0000%
ENSG00000270157,lncRNA,133,0.0000%
ENSG00000265399,lncRNA,133,0.0000%
ENSG00000228302,lncRNA,133,0.0000%
ENSG00000101695,protein_coding,133,0.0000%
ENSG00000250539,processed_pseudogene,133,0.0000%
ENSG00000279802,unknow,133,0.0000%
ENSG00000244378,transcribed_processed_pseudogene,133,0.0000%
ENSG00000117400,protein_coding,133,0.0000%
ENSG00000225505,processed_pseudogene,133,0.0000%
ENSG00000243302,processed_pseudogene,133,0.0000%
ENSG00000240618,unknow,133,0.0000%
ENSG00000244176,processed_pseudogene,134,0.0000%
ENSG00000281571,TEC,134,0.0000%
ENSG00000127364,protein_coding,134,0.0000%
ENSG00000271500,processed_pseudogene,134,0.0000%
ENSG00000258490,lncRNA,134,0.0000%
ENSG00000166046,protein_coding,134,0.0000%
ENSG00000244274,protein_coding,134,0.0000%
ENSG00000257859,lncRNA,134,0.0000%
ENSG00000260563,lncRNA,134,0.0000%
ENSG00000166396,protein_coding,134,0.0000%
ENSG00000165349,protein_coding,134,0.0000%
ENSG00000261535,lncRNA,134,0.0000%
ENSG00000189099,protein_coding,134,0.0000%
ENSG00000226862,lncRNA,134,0.0000%
ENSG00000142544,protein_coding,134,0.0000%
ENSG00000133067,protein_coding,134,0.0000%
ENSG00000206650,snoRNA,134,0.0000%
ENSG00000213204,protein_coding,134,0.0000%
ENSG00000259251,lncRNA,134,0.0000%
ENSG00000228451,transcribed_processed_pseudogene,134,0.0000%
ENSG00000273680,lncRNA,134,0.0000%
ENSG00000215030,processed_pseudogene,134,0.0000%
ENSG00000105131,protein_coding,134,0.0000%
ENSG00000230107,lncRNA,134,0.0000%
ENSG00000261685,unknow,134,0.0000%
ENSG00000280527,unknow,134,0.0000%
ENSG00000130653,protein_coding,134,0.0000%
ENSG00000268051,lncRNA,134,0.0000%
ENSG00000130943,protein_coding,134,0.0000%
ENSG00000231992,lncRNA,134,0.0000%
ENSG00000231327,lncRNA,135,0.0000%
ENSG00000260118,lncRNA,135,0.0000%
ENSG00000250764,lncRNA,135,0.0000%
ENSG00000225880,lncRNA,135,0.0000%
ENSG00000204140,protein_coding,135,0.0000%
ENSG00000207110,snRNA,135,0.0000%
ENSG00000240050,unknow,135,0.0000%
ENSG00000151632,protein_coding,135,0.0000%
ENSG00000196209,protein_coding,135,0.0000%
ENSG00000273492,lncRNA,135,0.0000%
ENSG00000168398,protein_coding,135,0.0000%
ENSG00000136867,protein_coding,135,0.0000%
ENSG00000242154,lncRNA,135,0.0000%
ENSG00000197332,lncRNA,135,0.0000%
ENSG00000279332,TEC,135,0.0000%
ENSG00000275481,lncRNA,135,0.0000%
ENSG00000253598,protein_coding,135,0.0000%
ENSG00000277728,lncRNA,135,0.0000%
ENSG00000063015,protein_coding,135,0.0000%
ENSG00000234913,lncRNA,135,0.0000%
ENSG00000225218,lncRNA,136,0.0000%
ENSG00000268568,unknow,136,0.0000%
ENSG00000273001,lncRNA,136,0.0000%
ENSG00000267163,unknow,136,0.0000%
ENSG00000272821,lncRNA,136,0.0000%
ENSG00000145087,protein_coding,136,0.0000%
ENSG00000272163,lncRNA,136,0.0000%
ENSG00000225891,lncRNA,136,0.0000%
ENSG00000251011,lncRNA,136,0.0000%
ENSG00000233978,lncRNA,136,0.0000%
ENSG00000214289,transcribed_processed_pseudogene,136,0.0000%
ENSG00000152936,protein_coding,136,0.0000%
ENSG00000183248,protein_coding,136,0.0000%
ENSG00000203497,lncRNA,136,0.0000%
ENSG00000212264,snoRNA,136,0.0000%
ENSG00000090447,protein_coding,136,0.0000%
ENSG00000237594,lncRNA,136,0.0000%
ENSG00000259354,lncRNA,136,0.0000%
ENSG00000276997,lncRNA,136,0.0000%
ENSG00000261428,unknow,137,0.0000%
ENSG00000227456,lncRNA,137,0.0000%
ENSG00000199603,snRNA,137,0.0000%
ENSG00000162344,protein_coding,137,0.0000%
ENSG00000280195,lncRNA,137,0.0000%
ENSG00000115353,protein_coding,137,0.0000%
ENSG00000169246,protein_coding,137,0.0000%
ENSG00000277297,processed_pseudogene,137,0.0000%
ENSG00000174059,protein_coding,137,0.0000%
ENSG00000237685,lncRNA,137,0.0000%
ENSG00000140368,protein_coding,137,0.0000%
ENSG00000116690,protein_coding,137,0.0000%
ENSG00000163032,protein_coding,137,0.0000%
ENSG00000272092,lncRNA,137,0.0000%
ENSG00000179219,lncRNA,137,0.0000%
ENSG00000258711,lncRNA,137,0.0000%
ENSG00000206559,protein_coding,137,0.0000%
ENSG00000280378,TEC,137,0.0000%
ENSG00000279069,TEC,138,0.0000%
ENSG00000237887,processed_pseudogene,138,0.0000%
ENSG00000049192,protein_coding,138,0.0000%
ENSG00000260194,lncRNA,138,0.0000%
ENSG00000225338,processed_pseudogene,138,0.0000%
ENSG00000261663,lncRNA,138,0.0000%
ENSG00000273350,lncRNA,138,0.0000%
ENSG00000264608,unknow,138,0.0000%
ENSG00000271833,lncRNA,138,0.0000%
ENSG00000121406,protein_coding,138,0.0000%
ENSG00000232519,lncRNA,138,0.0000%
ENSG00000236670,processed_pseudogene,138,0.0000%
ENSG00000261336,processed_pseudogene,138,0.0000%
ENSG00000189051,protein_coding,138,0.0000%
ENSG00000234995,processed_pseudogene,138,0.0000%
ENSG00000214336,protein_coding,138,0.0000%
ENSG00000272034,snoRNA,138,0.0000%
ENSG00000185386,protein_coding,138,0.0000%
ENSG00000258405,protein_coding,138,0.0000%
ENSG00000173124,protein_coding,138,0.0000%
ENSG00000173088,unknow,138,0.0000%
ENSG00000184986,protein_coding,138,0.0000%
ENSG00000214439,transcribed_unprocessed_pseudogene,138,0.0000%
ENSG00000263766,lncRNA,138,0.0000%
ENSG00000153283,protein_coding,138,0.0000%
ENSG00000225493,lncRNA,138,0.0000%
ENSG00000234928,lncRNA,138,0.0000%
ENSG00000253929,unknow,139,0.0000%
ENSG00000201227,unknow,139,0.0000%
ENSG00000271557,processed_pseudogene,139,0.0000%
ENSG00000127954,protein_coding,139,0.0000%
ENSG00000259376,lncRNA,139,0.0000%
ENSG00000218980,processed_pseudogene,139,0.0000%
ENSG00000250602,lncRNA,139,0.0000%
ENSG00000261342,lncRNA,139,0.0000%
ENSG00000250771,transcribed_unprocessed_pseudogene,139,0.0000%
ENSG00000078814,protein_coding,139,0.0000%
ENSG00000236184,processed_pseudogene,139,0.0000%
ENSG00000266289,lncRNA,139,0.0000%
ENSG00000237336,lncRNA,139,0.0000%
ENSG00000103241,protein_coding,139,0.0000%
ENSG00000225173,lncRNA,139,0.0000%
ENSG00000197540,protein_coding,139,0.0000%
ENSG00000180712,lncRNA,139,0.0000%
ENSG00000239498,lncRNA,139,0.0000%
ENSG00000053702,protein_coding,139,0.0000%
ENSG00000179284,protein_coding,139,0.0000%
ENSG00000261737,unknow,139,0.0000%
ENSG00000188850,transcribed_processed_pseudogene,139,0.0000%
ENSG00000118729,protein_coding,139,0.0000%
ENSG00000273366,unknow,139,0.0000%
ENSG00000223396,transcribed_processed_pseudogene,139,0.0000%
ENSG00000273156,lncRNA,139,0.0000%
ENSG00000106772,protein_coding,139,0.0000%
ENSG00000104866,protein_coding,140,0.0000%
ENSG00000172508,protein_coding,140,0.0000%
ENSG00000255624,transcribed_processed_pseudogene,140,0.0000%
ENSG00000219607,protein_coding,140,0.0000%
ENSG00000229190,lncRNA,140,0.0000%
ENSG00000279066,lncRNA,140,0.0000%
ENSG00000261267,lncRNA,140,0.0000%
ENSG00000226823,unprocessed_pseudogene,140,0.0000%
ENSG00000006606,protein_coding,140,0.0000%
ENSG00000268895,lncRNA,140,0.0000%
ENSG00000237170,processed_pseudogene,140,0.0000%
ENSG00000185958,protein_coding,140,0.0000%
ENSG00000188747,protein_coding,140,0.0000%
ENSG00000265706,snoRNA,140,0.0000%
ENSG00000102466,protein_coding,140,0.0000%
ENSG00000260177,lncRNA,140,0.0000%
ENSG00000273008,lncRNA,140,0.0000%
ENSG00000225828,protein_coding,140,0.0000%
ENSG00000230615,lncRNA,140,0.0000%
ENSG00000187122,protein_coding,140,0.0000%
ENSG00000111012,protein_coding,140,0.0000%
ENSG00000260160,lncRNA,140,0.0000%
ENSG00000239779,protein_coding,141,0.0000%
ENSG00000253485,protein_coding,141,0.0000%
ENSG00000138646,protein_coding,141,0.0000%
ENSG00000225968,protein_coding,141,0.0000%
ENSG00000258808,unknow,141,0.0000%
ENSG00000165521,protein_coding,141,0.0000%
ENSG00000279483,processed_pseudogene,141,0.0000%
ENSG00000241954,lncRNA,141,0.0000%
ENSG00000197882,unprocessed_pseudogene,141,0.0000%
ENSG00000242950,protein_coding,141,0.0000%
ENSG00000224152,lncRNA,141,0.0000%
ENSG00000261668,lncRNA,141,0.0000%
ENSG00000270006,lncRNA,141,0.0000%
ENSG00000225715,processed_pseudogene,141,0.0000%
ENSG00000099937,protein_coding,141,0.0000%
ENSG00000266402,lncRNA,141,0.0000%
ENSG00000270130,lncRNA,141,0.0000%
ENSG00000175155,protein_coding,141,0.0000%
ENSG00000171051,protein_coding,141,0.0000%
ENSG00000258053,lncRNA,141,0.0000%
ENSG00000224536,lncRNA,141,0.0000%
ENSG00000222501,snRNA,141,0.0000%
ENSG00000182050,protein_coding,142,0.0000%
ENSG00000253741,lncRNA,142,0.0000%
ENSG00000162998,protein_coding,142,0.0000%
ENSG00000205929,protein_coding,142,0.0000%
ENSG00000227080,processed_pseudogene,142,0.0000%
ENSG00000186838,protein_coding,142,0.0000%
ENSG00000204305,protein_coding,142,0.0000%
ENSG00000179397,protein_coding,142,0.0000%
ENSG00000261758,lncRNA,142,0.0000%
ENSG00000278600,lncRNA,142,0.0000%
ENSG00000237484,lncRNA,142,0.0000%
ENSG00000245317,lncRNA,142,0.0000%
ENSG00000168646,protein_coding,142,0.0000%
ENSG00000152430,protein_coding,142,0.0000%
ENSG00000229325,lncRNA,142,0.0000%
ENSG00000105329,protein_coding,142,0.0000%
ENSG00000238098,transcribed_unitary_pseudogene,142,0.0000%
ENSG00000266467,misc_RNA,142,0.0000%
ENSG00000178201,protein_coding,142,0.0000%
ENSG00000163207,protein_coding,142,0.0000%
ENSG00000122386,protein_coding,143,0.0000%
ENSG00000168350,protein_coding,143,0.0000%
ENSG00000259726,transcribed_unprocessed_pseudogene,143,0.0000%
ENSG00000277342,lncRNA,143,0.0000%
ENSG00000143226,protein_coding,143,0.0000%
ENSG00000279862,TEC,143,0.0000%
ENSG00000235978,lncRNA,143,0.0000%
ENSG00000230185,lncRNA,143,0.0000%
ENSG00000222047,lncRNA,143,0.0000%
ENSG00000212124,protein_coding,143,0.0000%
ENSG00000237021,unknow,143,0.0000%
ENSG00000260063,lncRNA,143,0.0000%
ENSG00000234111,lncRNA,143,0.0000%
ENSG00000262333,processed_pseudogene,143,0.0000%
ENSG00000245293,lncRNA,143,0.0000%
ENSG00000241418,processed_pseudogene,143,0.0000%
ENSG00000254206,protein_coding,143,0.0000%
ENSG00000266983,lncRNA,143,0.0000%
ENSG00000257666,processed_pseudogene,143,0.0000%
ENSG00000263235,lncRNA,143,0.0000%
ENSG00000255306,lncRNA,143,0.0000%
ENSG00000177688,protein_coding,143,0.0000%
ENSG00000255495,lncRNA,143,0.0000%
ENSG00000223969,lncRNA,143,0.0000%
ENSG00000187010,protein_coding,144,0.0000%
ENSG00000242999,misc_RNA,144,0.0000%
ENSG00000277449,lncRNA,144,0.0000%
ENSG00000254991,lncRNA,144,0.0000%
ENSG00000169783,protein_coding,144,0.0000%
ENSG00000175170,lncRNA,144,0.0000%
ENSG00000253284,lncRNA,144,0.0000%
ENSG00000270091,lncRNA,144,0.0000%
ENSG00000246339,lncRNA,144,0.0000%
ENSG00000277152,lncRNA,144,0.0000%
ENSG00000100234,protein_coding,144,0.0000%
ENSG00000234428,lncRNA,144,0.0000%
ENSG00000227528,lncRNA,144,0.0000%
ENSG00000258932,transcribed_processed_pseudogene,144,0.0000%
ENSG00000188277,protein_coding,144,0.0000%
ENSG00000270640,lncRNA,144,0.0000%
ENSG00000206605,snRNA,144,0.0000%
ENSG00000237522,processed_pseudogene,144,0.0000%
ENSG00000232712,lncRNA,144,0.0000%
ENSG00000158813,protein_coding,145,0.0000%
ENSG00000072657,protein_coding,145,0.0000%
ENSG00000135116,protein_coding,145,0.0000%
ENSG00000128709,protein_coding,145,0.0000%
ENSG00000252657,unknow,145,0.0000%
ENSG00000231595,unknow,145,0.0000%
ENSG00000265203,protein_coding,145,0.0000%
ENSG00000266490,lncRNA,145,0.0000%
ENSG00000267355,processed_pseudogene,145,0.0000%
ENSG00000266947,lncRNA,145,0.0000%
ENSG00000132881,protein_coding,145,0.0000%
ENSG00000232906,processed_pseudogene,145,0.0000%
ENSG00000273306,lncRNA,145,0.0000%
ENSG00000272103,lncRNA,145,0.0000%
ENSG00000281103,lncRNA,145,0.0000%
ENSG00000272084,lncRNA,145,0.0000%
ENSG00000271851,lncRNA,145,0.0000%
ENSG00000018625,protein_coding,145,0.0000%
ENSG00000042781,protein_coding,145,0.0000%
ENSG00000237877,lncRNA,145,0.0000%
ENSG00000109205,protein_coding,145,0.0000%
ENSG00000233695,lncRNA,145,0.0000%
ENSG00000101222,protein_coding,146,0.0000%
ENSG00000166863,protein_coding,146,0.0000%
ENSG00000197576,protein_coding,146,0.0000%
ENSG00000140968,protein_coding,146,0.0000%
ENSG00000277559,lncRNA,146,0.0000%
ENSG00000253477,lncRNA,146,0.0000%
ENSG00000225393,lncRNA,146,0.0000%
ENSG00000232229,lncRNA,146,0.0000%
ENSG00000136834,protein_coding,146,0.0000%
ENSG00000153443,protein_coding,146,0.0000%
ENSG00000234261,lncRNA,146,0.0000%
ENSG00000268333,lncRNA,146,0.0000%
ENSG00000186897,protein_coding,146,0.0000%
ENSG00000184144,protein_coding,146,0.0000%
ENSG00000273486,lncRNA,146,0.0000%
ENSG00000236065,lncRNA,146,0.0000%
ENSG00000260103,transcribed_processed_pseudogene,146,0.0000%
ENSG00000246334,lncRNA,146,0.0000%
ENSG00000162399,protein_coding,146,0.0000%
ENSG00000279557,TEC,146,0.0000%
ENSG00000154608,transcribed_unprocessed_pseudogene,146,0.0000%
ENSG00000144130,protein_coding,146,0.0000%
ENSG00000258752,lncRNA,146,0.0000%
ENSG00000043591,protein_coding,146,0.0000%
ENSG00000235726,lncRNA,146,0.0000%
ENSG00000196388,protein_coding,146,0.0000%
ENSG00000234460,transcribed_unprocessed_pseudogene,146,0.0000%
ENSG00000235833,processed_pseudogene,146,0.0000%
ENSG00000186340,protein_coding,146,0.0000%
ENSG00000251994,snRNA,147,0.0000%
ENSG00000158874,protein_coding,147,0.0000%
ENSG00000260669,lncRNA,147,0.0000%
ENSG00000227941,processed_pseudogene,147,0.0000%
ENSG00000240497,lncRNA,147,0.0000%
ENSG00000237596,lncRNA,147,0.0000%
ENSG00000278897,TEC,147,0.0000%
ENSG00000224794,lncRNA,147,0.0000%
ENSG00000149212,protein_coding,147,0.0000%
ENSG00000234618,processed_pseudogene,147,0.0000%
ENSG00000242876,misc_RNA,147,0.0000%
ENSG00000279041,TEC,147,0.0000%
ENSG00000267249,lncRNA,147,0.0000%
ENSG00000138115,protein_coding,147,0.0000%
ENSG00000280395,lncRNA,147,0.0000%
ENSG00000255647,lncRNA,147,0.0000%
ENSG00000025708,protein_coding,147,0.0000%
ENSG00000180336,protein_coding,147,0.0000%
ENSG00000226074,transcribed_unitary_pseudogene,147,0.0000%
ENSG00000224707,lncRNA,147,0.0000%
ENSG00000226067,lncRNA,147,0.0000%
ENSG00000251259,lncRNA,147,0.0000%
ENSG00000215458,lncRNA,147,0.0000%
ENSG00000254024,lncRNA,148,0.0000%
ENSG00000270124,lncRNA,148,0.0000%
